MOVIE_ID|GENRE_ID
592|2
592|3
592|12
592|9
593|2
593|6
593|15
594|11
594|6
595|1
595|2
595|11
595|7
596|2
596|1
596|13
597|1
597|2
597|11
597|7
598|3
598|1
598|13
599|11
599|6
599|17
599|12
600|6
600|16
601|1
601|2
601|7
602|1
602|4
602|7
603|1
603|2
603|7
604|7
605|2
605|8
605|1
605|11
605|9
606|8
606|17
606|9
607|5
607|6
607|14
608|14
608|1
608|7
608|4
608|2
609|5
609|14
609|7
610|1
610|7
611|1
611|2
612|7
612|1
612|6
613|2
613|3
613|6
613|12
614|1
614|5
614|7
615|8
615|9
616|1
616|11
616|5
617|11
618|2
618|6
618|15
619|2
619|3
619|1
619|11
619|4
620|11
621|6
621|7
622|1
622|6
622|15
622|7
623|1
623|6
623|7
624|11
625|1
625|3
625|13
626|12
626|6
626|14
627|14
627|4
627|7
628|1
628|2
628|3
628|16
629|6
629|15
629|16
630|1
630|5
630|6
630|7
631|11
631|12
632|8
632|11
632|9
632|2
633|6
633|13
633|4
633|7
634|15
634|6
635|1
635|4
636|6
637|3
637|11
637|9
638|6
638|17
638|12
639|11
639|12
640|11
641|1
641|2
642|11
642|6
643|6
643|16
644|1
644|2
644|7
645|1
645|2
645|7
646|1
646|2
646|6
646|7
647|3
647|11
647|9
648|6
648|15
648|7
649|6
649|12
650|11
651|14
651|6
652|11
652|6
652|9
653|12
653|11
653|5
653|6
654|1
654|11
654|12
655|4
655|1
655|13
655|7
655|2
655|3
656|1
656|7
657|11
657|6
658|1
658|13
658|4
659|1
659|7
659|4
660|5
660|1
660|14
660|7
661|1
661|2
661|6
661|12
661|7
662|9
662|3
662|4
662|2
663|6
664|6
665|1
665|2
665|11
666|1
666|2
666|11
666|5
666|12
666|7
667|13
667|7
668|5
668|6
668|9
669|1
669|3
670|5
670|7
671|6
671|12
672|2
672|6
673|5
673|3
673|6
674|11
674|5
674|4
675|8
675|1
675|9
675|4
676|2
676|4
677|6
677|1
677|10
678|1
678|6
678|7
679|1
679|6
679|2
680|11
680|5
681|1
681|6
681|7
681|16
682|11
682|6
682|12
683|11
683|12
684|1
684|2
684|11
684|7
684|5
685|5
685|6
685|14
685|10
686|1
686|11
686|6
687|8
687|11
687|9
688|1
688|2
688|16
689|11
689|12
690|11
690|9
691|3
691|6
691|5
692|1
692|2
692|11
693|8
693|9
693|11
694|14
694|7
694|6
695|1
695|6
695|14
695|7
696|2
696|1
696|7
697|5
697|6
697|14
697|7
698|11
698|6
699|2
699|8
699|6
699|9
699|17
700|11
700|9
701|1
701|11
701|5
702|11
702|9
703|1
703|5
704|12
704|11
705|2
705|8
705|11
705|9
706|11
706|12
707|2
708|11
709|1
710|6
711|11
711|6
711|12
711|3
712|1
712|2
712|11
712|5
712|7
713|6
714|6
714|12
715|6
715|5
715|7
716|1
716|3
716|2
717|6
717|1
717|7
718|5
718|6
718|7
719|1
719|4
719|7
720|17
720|18
721|6
721|7
721|4
722|11
722|2
722|5
723|8
723|9
724|7
724|4
725|1
725|6
725|7
725|5
726|11
726|9
727|11
727|5
728|9
728|11
729|3
729|1
729|4
730|6
731|9
731|8
731|2
731|11
732|1
732|7
732|2
732|5
733|1
733|2
733|14
733|4
733|7
734|6
734|12
735|2
735|8
735|9
736|7
736|1
736|11
736|4
737|1
737|7
738|1
738|6
738|7
739|6
739|11
740|1
740|5
740|7
741|4
741|13
741|1
742|1
742|6
742|14
742|7
742|5
743|8
743|11
743|9
743|3
744|6
744|3
744|11
745|2
745|8
745|11
745|9
745|3
746|1
746|11
747|2
747|1
747|3
748|5
748|6
748|1
748|7
749|11
749|2
750|6
750|15
751|1
752|12
752|11
752|5
753|11
753|6
753|9
753|4
754|1
754|7
754|5
755|4
755|8
755|9
755|11
755|2
756|4
756|1
756|2
756|7
757|5
757|11
757|12
758|6
758|12
759|5
759|6
759|14
759|7
760|13
760|14
760|7
761|11
761|5
762|1
762|5
762|6
762|7
763|1
763|5
763|6
763|7
764|6
765|3
765|6
766|6
766|17
767|8
767|11
767|9
768|1
768|2
768|5
768|6
768|14
768|7
769|1
769|4
769|3
769|7
769|13
770|9
770|8
770|2
771|13
771|4
771|14
772|6
773|6
774|1
774|2
774|6
774|15
774|12
774|16
775|1
775|6
775|7
776|13
776|4
776|7
777|6
777|3
777|14
777|12
778|1
778|2
778|6
778|14
778|12
778|3
779|11
779|4
779|2
779|9
780|6
780|13
780|7
781|11
782|2
782|9
782|3
783|1
783|11
783|7
783|5
783|4
784|11
784|2
785|2
785|3
785|1
785|6
786|6
786|12
786|2
786|16
787|1
787|2
787|3
788|1
788|15
788|16
789|1
789|2
789|11
790|6
790|11
791|16
791|1
792|2
792|13
792|11
793|11
793|3
793|12
794|4
794|11
794|9
794|12
795|1
795|2
795|7
795|16
796|11
796|12
796|6
797|11
797|10
798|11
799|11
800|1
800|2
800|13
800|4
801|6
801|1
801|2
801|15
801|16
802|6
802|13
802|14
802|7
803|11
804|3
805|1
805|11
805|5
805|6
806|1
806|3
806|7
807|6
807|15
807|12
808|1
808|11
808|6
808|9
808|7
809|2
809|6
809|1
809|7
810|11
810|6
810|12
811|11
811|17
811|9
811|3
811|8
812|11
812|12
813|2
813|8
813|6
813|9
814|1
814|2
814|3
814|4
815|3
815|11
815|12
815|4
816|11
816|6
816|12
817|2
817|11
817|9
817|12
818|11
818|12
819|1
819|6
819|7
820|11
821|3
821|11
821|9
822|7
822|1
822|5
823|11
823|6
823|12
824|1
824|7
824|6
825|6
826|7
826|6
826|14
827|6
827|7
827|5
827|14
827|12
828|6
828|3
828|12
829|1
829|5
830|11
831|1
831|5
831|7
832|1
832|2
832|11
833|3
833|11
834|2
834|1
834|11
834|10
835|1
835|2
835|6
835|7
836|11
836|9
837|1
837|2
837|3
838|8
838|11
838|9
839|4
839|1
839|13
840|15
840|6
840|17
841|1
841|7
841|5
841|2
842|2
843|9
843|11
844|11
845|6
845|1
845|7
845|5
846|6
846|14
846|7
847|11
848|11
849|8
849|2
849|9
849|11
850|5
850|6
850|14
851|1
851|6
851|4
851|7
852|6
852|14
852|7
853|7
853|6
853|12
854|6
854|15
854|12
855|1
855|4
856|6
856|15
856|16
857|1
857|7
857|5
858|11
859|11
859|2
859|5
859|9
860|1
860|2
860|11
860|9
860|3
860|4
861|6
861|12
862|6
863|6
863|12
864|1
864|7
865|3
865|13
865|1
865|7
866|6
867|1
867|5
867|7
868|5
868|6
868|7
869|11
869|6
869|12
870|11
870|12
871|1
871|2
871|3
871|4
872|6
873|6
873|7
874|1
874|2
874|5
874|7
875|8
875|9
876|6
876|17
876|12
877|14
877|7
877|5
878|5
878|6
879|16
879|6
879|15
880|6
880|5
880|7
881|7
881|1
881|13
882|6
882|7
883|6
883|12
884|6
884|5
885|7
885|6
885|15
886|12
886|11
887|11
887|12
888|11
888|12
889|1
889|2
889|11
890|6
890|15
890|16
891|11
892|11
892|6
892|12
893|6
893|5
894|1
894|5
894|7
895|1
895|11
895|3
896|11
897|8
897|11
897|9
898|11
898|9
899|2
899|3
899|6
899|12
900|2
900|8
900|11
900|9
900|3
901|4
901|7
901|12
902|2
903|11
903|6
903|12
904|11
904|3
905|11
905|12
906|11
906|6
907|11
908|11
908|12
909|7
909|4
909|14
910|6
911|11
911|12
912|5
912|11
912|1
913|13
913|12
914|11
915|1
915|11
916|6
916|12
917|11
918|3
918|11
918|17
919|5
919|6
919|7
920|6
920|1
920|7
920|5
921|1
921|2
921|6
921|14
921|4
921|7
922|6
922|11
922|9
923|1
923|2
923|6
923|14
923|4
923|7
924|11
925|6
925|13
925|7
926|11
926|6
926|12
927|8
927|11
927|9
928|11
928|9
929|6
930|1
930|6
930|4
930|7
931|1
931|7
931|14
932|2
932|9
932|3
932|4
932|7
932|1
933|1
933|7
933|3
934|1
934|2
934|11
934|10
935|2
935|8
935|11
935|9
936|11
936|9
936|2
936|3
936|12
937|7
938|3
938|13
938|1
939|7
939|6
940|1
940|7
940|4
940|2
941|6
941|7
942|1
942|6
942|15
942|7
942|16
943|12
943|8
943|2
943|11
943|9
943|3
944|7
945|5
945|6
945|7
946|1
946|6
947|6
947|7
947|14
948|13
948|14
949|11
950|11
951|1
951|2
951|5
951|6
951|14
951|7
952|1
952|7
953|1
953|11
953|5
954|11
954|13
954|3
955|6
956|1
956|7
957|13
957|1
957|4
958|11
958|12
959|7
959|5
959|6
960|1
960|7
961|2
961|9
961|4
962|6
962|2
962|12
962|7
963|6
963|11
963|12
964|1
964|5
964|7
965|6
965|12
966|6
966|7
966|5
967|9
967|11
968|6
968|3
969|5
969|6
969|7
970|1
970|2
970|5
970|7
971|5
971|6
971|7
972|11
972|6
972|12
973|1
973|2
973|12
973|4
973|7
974|1
974|6
974|14
974|7
974|5
975|5
975|6
975|14
975|7
976|6
976|7
976|5
977|1
977|2
977|4
977|7
978|2
978|8
978|9
978|3
978|4
979|2
979|11
979|6
980|16
980|1
980|6
980|15
980|7
981|6
981|7
981|5
982|11
982|1
983|1
983|5
983|6
983|14
983|7
984|7
984|5
984|14
985|1
985|7
985|2
985|5
986|2
986|6
986|1
986|15
986|16
987|11
988|6
988|7
988|14
989|1
989|6
989|7
990|1
990|2
990|11
990|9
991|6
991|15
991|12
992|6
992|7
993|1
993|5
994|1
994|7
994|14
994|12
995|1
995|7
995|4
996|3
996|6
996|12
997|11
997|5
997|6
997|7
998|11
999|11
999|5
1000|11
1000|6
1000|12
1000|4
1001|3
1001|7
1001|1
1001|5
1002|1
1002|2
1002|4
1002|7
1003|1
1003|4
1003|7
1004|1
1004|11
1004|7
1004|5
1004|14
1005|6
1005|11
1006|7
1006|6
1006|5
1007|2
1007|1
1008|6
1008|12
1009|5
1009|1
1009|4
1010|6
1010|14
1010|7
1010|5
1011|5
1011|6
1011|7
1012|13
1013|1
1013|2
1013|11
1014|5
1014|7
1015|2
1015|11
1016|6
1016|4
1017|11
1017|3
1017|12
1017|4
1018|3
1018|11
1018|12
1019|17
1019|6
1019|5
1019|12
1020|10
1021|7
1021|1
1022|12
1022|11
1022|5
1023|11
1023|6
1023|7
1024|6
1025|2
1025|1
1025|11
1025|7
1025|5
1026|6
1026|5
1026|12
1027|11
1027|6
1027|12
1028|1
1028|2
1028|7
1028|16
1029|6
1029|4
1029|2
1029|14
1030|8
1030|11
1030|9
1030|3
1030|4
1031|6
1031|13
1031|7
1031|12
1032|11
1032|12
1033|11
1033|12
1034|5
1034|14
1034|7
1035|4
1035|1
1035|2
1035|7
1036|1
1036|10
1036|6
1036|3
1036|7
1037|6
1037|7
1037|14
1037|16
1038|11
1039|5
1039|6
1039|7
1040|6
1040|15
1040|16
1041|3
1041|11
1041|9
1042|1
1042|5
1042|7
1043|11
1044|11
1044|5
1044|1
1045|1
1045|4
1045|2
1045|11
1045|9
1046|11
1046|6
1046|9
1046|12
1047|6
1047|14
1047|7
1047|5
1048|6
1048|7
1048|5
1048|14
1049|6
1049|11
1050|6
1050|1
1050|7
1050|5
1051|12
1051|11
1052|6
1052|7
1052|5
1053|1
1053|5
1053|6
1053|7
1054|11
1054|9
1054|4
1055|11
1056|11
1056|9
1056|17
1057|13
1057|1
1058|6
1059|1
1059|2
1059|5
1059|7
1060|2
1060|13
1060|7
1061|11
1062|11
1062|12
1062|6
1063|2
1063|8
1063|11
1063|9
1064|13
1064|14
1064|7
1065|1
1065|7
1066|11
1066|6
1066|12
1067|11
1067|6
1067|9
1068|12
1068|11
1068|9
1069|2
1069|11
1069|9
1069|4
1070|11
1070|6
1070|9
1071|13
1071|1
1071|4
1072|11
1073|2
1073|11
1073|6
1074|1
1074|2
1074|5
1074|7
1075|2
1075|9
1075|3
1076|5
1076|6
1076|7
1077|1
1077|2
1077|5
1077|7
1078|2
1078|1
1078|11
1079|3
1079|2
1079|8
1079|11
1079|9
1080|1
1080|4
1080|2
1081|2
1081|6
1081|17
1081|12
1082|6
1082|12
1083|1
1083|2
1083|5
1083|7
1084|1
1084|2
1084|4
1084|7
1085|1
1085|2
1085|5
1085|6
1085|7
1086|11
1086|3
1086|4
1087|2
1087|11
1087|9
1087|3
1087|4
1088|5
1088|6
1088|14
1088|7
1089|11
1089|17
1090|2
1090|1
1091|6
1091|12
1091|10
1092|15
1092|6
1093|7
1093|14
1094|2
1094|1
1094|13
1094|4
1095|6
1095|16
1096|1
1096|6
1096|3
1097|1
1097|5
1097|7
1098|1
1098|11
1098|7
1099|6
1099|12
1100|1
1100|7
1101|5
1101|2
1101|1
1101|11
1101|7
1102|8
1102|1
1102|11
1102|9
1103|6
1103|7
1104|2
1104|1
1104|7
1104|5
1104|14
1105|1
1106|5
1106|6
1106|7
1107|1
1107|2
1107|7
1107|16
1108|6
1108|7
1109|8
1109|9
1110|1
1110|6
1110|15
1110|10
1111|3
1111|1
1111|4
1111|7
1112|6
